;score10_6;score10_8;score35;dist35_10;scorephage;fe;freqAT;host;size10;size35_6;size35_7;size35_9;size35_14;sizephage_23;sizephage_21;sizephage_32;TG;Podo;Sipho;Myo;tp;Bacillus;EColi;Klebsiella;Pectobacterium;Cronobacter;output
EU438902:P8;1,849511427;1,027047834;1,941036167;0,381204428;-0,708921971;1,14339064;0,757174405;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1
NC_001978:109145;-0,670196011;-1,003177684;-1,198915287;0,007779682;0,090755186;-1,883593799;-1,636554996;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_001825:103753;0,578582082;0,498343315;-1,792524718;-1,859344048;-0,637261248;0,365938234;0,253231374;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
NC_011085:p1;0,650573651;1,611506691;1,941036167;0,381204428;-0,887665369;1,358736121;1,261117437;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_000866:PuvsW.1;1,849511427;2,540104149;-0,727434923;-0,73906981;-0,1880127;1,2748066;1,135131679;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
EU622808:A2b;1,215431109;0,281093781;0,302439227;0,381204428;0,092869769;0,547049305;0,757174405;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
NC_006949:297325;-0,800334742;-1,312710109;-0,387682595;0,007779682;-0,587626139;-0,842205136;-0,75465469;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
AY543070:281830;1,124057128;0,411828014;0,723590502;0,754629174;0,070580142;0,818715913;0,505202889;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
NC_001895:41584;-1,354116581;-1,852950035;0,744824999;0,754629174;-0,092485738;-1,997340387;-1,888526512;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
NC_004165:1521;0,478901315;2,540104149;-1,494619406;-1,485919302;-0,891495611;-0,028309648;-0,1247259;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0
NC_001604:75990;-1,118759296;-1,180053407;0,174527168;-1,112494556;-0,473262989;-0,356297382;-0,376697416;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0
NC_019401:Porf112;1,124057128;0,682909234;1,941036167;0,381204428;-0,964648735;1,318980032;1,513088953;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1
NC_000866:64800;0,636729053;0,550252487;-1,267569679;0,381204428;0,090755186;0,932462501;0,883160163;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
NC_000866:67248;-0,290855455;-0,857062924;-1,240602399;-0,73906981;0,05436692;-0,597042587;-0,502683174;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
NC_000866:71092;-0,249321825;0,95206794;0,81666409;0,007779682;-0,9106467;0,721534362;0,631188647;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
NC_011048:A3;1,849511427;1,301974266;-0,308566512;-1,112494556;-0,835764085;0,190348841;0,253231374;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1
NC_023567:130842;-0,459758918;-1,674151797;-0,900850107;1,501478666;-0,81744479;-0,688702459;-0,628668932;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
KU574722:166884;-0,479141263;1,121253422;-0,167476217;0,381204428;0,961474544;0,379190263;0,379217131;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
EU438902:291578;-0,4237631;-0,105341179;-0,297224135;0,007779682;-0,765791133;0,600057424;0,883160163;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
NC_000866:P37;-0,360078184;2,359383396;-0,56087718;0,007779682;-0,276730802;0,118567014;0,001259858;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1
NC_000866:P65.7/2;1,849511427;0,26955842;0,567677347;0,381204428;0,071165206;0,179305483;0,127245616;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1
NC_005045:Promoter4;0,650573651;-1,291561992;1,941036167;0,381204428;-0,21610095;-0,619129303;-0,502683174;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_004665:A4;0,406909614;0,288784022;-1,102578038;-0,365645064;0,177134504;-0,047083357;-0,1247259;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_000866:P20;1,849511427;2,540104149;-1,639997135;0,381204428;0,060951308;0,910375785;0,631188647;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_001609:pgop;-0,16902347;1,121253422;-0,205552497;-1,485919302;-0,642531573;0,638709177;0,757174405;1;0;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;0;0;1
KU574722:181901;1,240351333;0,492575634;-0,026695811;0,381204428;0,114147654;1,555307894;1,639074711;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_012418:258506;-1,431646029;0,677141599;-0,787599373;1,501478666;-0,136671494;-2,049244169;-2,01451227;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_005856:p2PmgL;0,301691166;0,542562246;0,921779308;0,007779682;1,571332954;1,177625049;1,261117437;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_019401:212105;1,431406081;0,206113887;0,15082012;-1,859344048;0,201392542;0,630978827;0,883160163;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_004913:87275;-0,019502386;0,083069895;-0,868998362;-0,365645064;-0,207211478;-0,260220167;-0,250711658;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0
NC_019401:227100;0,61180896;0,492575634;1,279226924;1,12805392;-0,66295943;1,106947558;1,261117437;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_019401:Porf368;1,215431109;1,430785939;1,941036167;0,381204428;-0,428039532;0,289739063;0,379217131;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1
KP025626:245508;-0,639738006;-1,689532278;-1,421095796;1,501478666;-0,438403646;-0,972516761;-1,006626206;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
NC_021190:284821;0,406909614;-0,514846907;1,279226924;1,501478666;0,518317355;-0,488817679;-0,628668932;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
KU574722:Porf_276;1,240351333;2,359383396;-1,031074363;-1,112494556;-0,887103892;1,633715736;1,387103195;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1
NC_009935:238748;-1,257204754;-1,683764644;-0,989327283;1,501478666;-0,176958508;-2,090104594;-2,01451227;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_005856:pRepA;0,434598679;0,965525907;0,87223198;0,754629174;-0,287239527;-0,539617126;-0,628668932;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1
NC_005045:94273;-2,832714047;-1,291561992;0,415689876;-0,365645064;-0,251034636;-1,652787616;-1,888526512;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
KU574722:153444;0,578582082;-0,44563467;-0,589410567;0,381204428;-0,371863032;0,175992475;0,127245616;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_004831:48716;-0,877864198;1,209691284;-0,246119198;-0,365645064;-0,491195327;-0,339732345;-0,250711658;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_025418:144773;-0,695116194;-1,553030365;-0,334596353;-0,73906981;-0,59881138;-1,279522114;-1,258597722;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
NC_004665:91024;-0,451452198;-1,566488333;-0,122251131;-0,73906981;-0,007545512;-1,017794529;-1,006626206;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
NC_001604:74081;-0,384998376;0,111908344;-1,565661615;0,007779682;-0,861837732;0,020281127;-0,1247259;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0
KU574722:Porf_534;0,478901315;2,019089825;0,795105409;0,007779682;-0,357818922;1,737523302;1,765060469;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
NC_013649:127536;-0,437607633;-1,174285681;-0,709082862;0,007779682;-0,604520677;-0,535199782;-0,628668932;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_000866:P59.5;0,301691166;0,411828014;1,526195859;-1,485919302;-0,577417943;1,463648023;1,387103195;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_002649:A2b;1,298498436;0,425285935;-0,24174663;-1,112494556;-0,078213189;1,131242946;1,513088953;1;1;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1
NC_005856:36705;-0,290855455;-0,772470228;-0,122251131;1,874903412;0,024476561;-0,721832533;-0,628668932;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0
NC_000866:Pmrh.2;1,849511427;0,417595694;1,692049279;0,381204428;-0,973206856;1,666845811;1,513088953;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1
KU574722:168917;0,514897166;0,23687485;-0,525706993;1,501478666;-0,402504756;0,300782421;0,253231374;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_005045:94789;-0,15241003;-0,772470228;-1,646044353;0,007779682;-0,338106562;-1,139271467;-1,132611964;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_011040:200322;-1,085532385;0,063844293;-0,026695811;-0,73906981;-0,53656229;-0,155308266;-0,250711658;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
NC_000924:11849;-1,271049286;0,029238163;1,321695918;-0,365645064;0,693760788;-0,066961401;0,001259858;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_000929:26837;-0,337926899;-0,620587787;1,279226924;0,007779682;-0,656575713;-0,831161778;-0,75465469;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0
NC_011976:301312;0,24908181;-0,870520891;-2,05813128;0,381204428;-0,542140782;-0,479982992;-0,502683174;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0
NC_019401:222987;-0,26870417;0,069611973;-1,406939449;0,381204428;-0,77020542;0,097584633;0,001259858;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_019401:235467;-1,057843286;-0,211082092;1,491572061;-0,73906981;0,39418005;-0,197273026;-0,250711658;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
EU236438:263505;-2,223554085;-0,697490288;0,594567605;0,007779682;0,138704061;-1,928871567;-1,762540754;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
AY543070:271512;-0,877864198;1,469237143;-0,766364834;1,501478666;-0,383353698;0,802150876;0,757174405;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
NC_025418:146912;-0,933242378;-1,030093527;-0,68850497;0,007779682;-0,205549295;-0,946012701;-1,006626206;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_028870:141301;-0,855712925;-0,926275183;-1,085877041;0,007779682;0,388359248;-0,957056059;-1,006626206;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_004831:48871;-0,695116194;0,250332817;-0,080265275;-1,112494556;-0,67209889;-0,179603653;-0,250711658;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
EU622808:5397;0,027569091;0,317622471;0,514784364;0,754629174;0,695060399;0,34053851;0,505202889;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
NC_021190:PRM;0,459518904;0,094605279;-0,246119198;0,007779682;-0,799570407;0,212435557;0,379217131;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1
NC_000866:62877;0,24908181;0,492575634;0,323438111;-1,485919302;-0,486097148;-0,103404483;-0,1247259;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
NC_002371:45548;-1,135372735;-0,286062011;-0,270892778;1,874903412;-0,690630551;-0,453478933;-0,502683174;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
EU236438:266363;-0,384998376;0,780959943;0,24792358;0,007779682;-0,001515059;-0,526365096;-0,75465469;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
AY543070:278486;0,66441825;0,617542186;0,08301584;0,381204428;0,474131641;0,352686204;0,253231374;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
NC_001895:42775;-0,21609488;0,088837599;-0,208336722;-1,485919302;-0,209717249;1,170999035;1,387103195;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
NC_000866:56862;0,769636698;1,261600456;-0,494066476;0,381204428;-0,927463978;0,425572367;0,505202889;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0
NC_010326:256079;-1,819293338;-1,260800937;-1,126498431;-1,112494556;-0,001515059;-2,539569266;-2,266483786;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
EU438902:292361;-0,265935264;0,381067004;0,568444368;-1,859344048;-0,064169066;0,928045158;1,009145921;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
NC_000924:17318;-0,808641469;-0,451402351;-0,717838283;-1,112494556;0,112848075;-0,904047941;-0,880640448;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_001825:PL4;0,321073446;0,23687485;-0,191631768;-1,485919302;-1,034976413;1,296893316;1,261117437;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
NC_010326:254130;-0,279779829;-1,237730214;-0,996254481;-1,859344048;-0,312114935;-1,634013907;-1,510569238;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
KU574722:184584;-0,744956557;-0,280294325;-0,062086724;1,12805392;-0,075659712;0,370355577;0,379217131;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_004665:90302;-0,061035983;-0,430254165;-1,166281592;1,12805392;-0,076890765;-1,202218608;-1,38458348;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_003298:A1;1,298498436;0,063844293;1,583588382;0,754629174;-0,527625129;1,30904101;1,261117437;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
NC_011040:phi1.3;0,705951782;-0,111108871;-0,480494441;0,007779682;3,503038152;0,143966737;-0,1247259;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1
KP025626:247333;-1,15752402;-1,316555229;-1,031074363;-1,112494556;0,227211193;-1,571066766;-1,762540754;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_019401:228568;0,478901315;-0,528304828;-1,462671204;0,007779682;-0,824801762;-0,262428839;-0,250711658;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0
NC_002730:100758;-0,451452198;-0,870520891;-0,033773977;0,381204428;-0,565533251;-0,349671367;-0,1247259;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_001609:psid;0,301691166;-1,08969294;-0,483237999;0,754629174;-0,193853061;-0,392740464;-0,376697416;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_005856:39582;0,71979638;-1,120453903;-1,162742509;1,501478666;-0,136753505;-0,582686222;-0,75465469;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
KU574722:177216;-1,057843286;-0,428331605;1,134124445;1,501478666;0,098552681;0,179305483;0,379217131;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_005856:36945;-0,476372357;1,430785939;-0,74866942;1,501478666;-0,352711973;0,401276979;0,505202889;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0
NC_019401:208313;0,650573651;0,069611973;-0,13994663;1,874903412;-0,836118811;0,922523479;1,009145921;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
NC_027375:P1;-0,277010923;-1,170440561;-2,045446205;0,007779682;3,599201252;-1,478302559;-1,762540754;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_000924:15008;-0,360078184;0,517568917;-0,918545563;0,754629174;0,252462063;0,166053453;0,127245616;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0
NC_019401:210845;-0,177330189;-0,816689159;0,302439227;1,874903412;-0,278661121;0,748038422;0,883160163;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_019401:207189;0,301691166;-0,028438701;-0,798332747;-1,112494556;-0,318240022;0,36152089;0,253231374;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0
AY543070:277041;-1,689154599;0,536794565;1,623040248;0,007779682;-0,037903334;-0,255802824;-0,376697416;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
NC_000866:P47;1,849511427;0,461814625;1,164255057;-1,485919302;0,422504258;0,688404288;0,631188647;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1
NC_005045:Promoter6;-0,097031834;-0,103418618;-0,762825751;1,12805392;3,847014541;-1,003438163;-1,132611964;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_001604:75977;-0,304699988;-0,053432007;-0,470047933;-1,859344048;-0,435575143;-0,341941017;-0,250711658;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
NC_019401:220152;0,420754213;1,315432142;-0,430151673;-0,365645064;-0,442073042;1,821452823;1,891046227;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_000866:P42;1,849511427;1,121253422;1,58744749;-1,485919302;-0,351435236;1,269284921;1,387103195;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
EU622808:5277;0,514897166;-0,614820107;0,092352715;-1,485919302;0,188223767;0,092062954;0,379217131;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
NC_009935:241167;-1,473179693;-0,987797202;-0,971631848;0,381204428;-0,57333073;-2,109982639;-2,140498028;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_000924:14206;-1,442721655;-0,141869857;0,528940695;-0,365645064;-0,380992728;-1,333634569;-1,132611964;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_000866:P23(w);-1,237822375;1,519223801;0,58556602;1,874903412;-0,474780021;0,851845987;0,883160163;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
NC_002166:20933;-0,207788161;0,373376763;-0,436637959;-1,485919302;-0,254403098;-0,142056236;-0,1247259;1;1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0
NC_004831:51454;-0,265935264;-0,514846907;-1,614213686;0,007779682;-0,158647713;-0,774840652;-0,880640448;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
KU574722:161459;-0,304699988;-0,157250356;-0,661015213;-1,112494556;-0,555616443;-0,115552177;-0,250711658;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0
NC_019401:209266;-0,15241003;0,57909089;-1,095499872;0,754629174;-0,622103777;0,815402906;0,757174405;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_019401:229201;1,124057128;0,411828014;-0,328055692;-1,859344048;-0,731879624;1,041791746;0,883160163;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_006949:294188;-0,573284184;-0,689800047;-0,033773977;0,007779682;0,112848075;-1,052028939;-0,880640448;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
KU574722:149849;-0,440376539;-0,391802926;-0,274431861;0,381204428;-0,616216926;0,190348841;0,127245616;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_004913:84789;0,301691166;0,036928404;-0,661015213;-1,112494556;-0,277026248;-0,867604859;-1,006626206;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_025418:145781;-1,72791929;-1,699145125;0,359064552;1,501478666;-0,042959712;-1,302713166;-1,38458348;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
NC_028816:137204;-0,0111956;0,117676025;-1,63348456;0,007779682;-0,627913114;-0,16745596;-0,376697416;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_019401:235810;-0,177330189;-0,053432007;0,729925723;-1,859344048;-0,312114935;0,846324308;1,135131679;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_001825:PE3;0,705951782;0,192655919;0,514784364;0,381204428;0,098552681;1,691141198;1,891046227;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1
KU574722:185140;-0,177330189;0,461814625;-0,083321221;-0,73906981;-0,500554197;0,205809542;0,379217131;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_000866:P74.6_bacREV;1,298498436;1,315432142;1,941036167;0,754629174;-0,252334216;1,32229304;1,387103195;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1
KU574722:158607;0,456750063;-0,022671009;-0,148915535;0,007779682;0,178411241;0,586805394;0,505202889;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_001825:PL7;1,849511427;0,461814625;-0,73169055;0,007779682;-0,780419318;1,325606047;1,387103195;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1
KU574722:Porf_418;1,849511427;1,519223801;1,941036171;0,007779682;-0,467618417;1,032957059;1,135131679;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
NC_000866:P65.5;1,431406081;0,536794565;0,921779308;-0,73906981;-0,481662557;1,777279391;1,765060469;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_004665:91954;-0,933242378;-1,297329627;0,359064552;1,501478666;-0,130173587;-1,670456989;-1,38458348;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_028816:136822;0,080178381;0,492575634;-1,700683622;1,12805392;0,002963222;-0,630172661;-0,75465469;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
KU574722:149237;1,068678997;0,492575634;-0,246119198;0,007779682;-0,36803282;0,777855488;0,757174405;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_004777:phi1.1B;-0,398842908;0,148437011;0,978404633;1,501478666;3,629435231;0,205809542;0,001259858;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_011976:300006;-0,913860016;-0,739786659;1,491572061;0,007779682;-0,115878197;-0,708580504;-0,75465469;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0
NC_011085:190108;1,068678997;-0,059199687;-1,686726543;-1,485919302;-0,748774193;-0,302184928;-0,250711658;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
KU574722:154037;0,66441825;-0,739786659;-0,523697624;-1,112494556;0,244105762;0,252191646;0,253231374;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0
KU574722:182445;-1,068918929;1,027047834;0,723590502;-0,73906981;-0,266629609;0,534901612;0,505202889;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_002730:pR;0,66441825;0,72136053;1,134124445;-0,73906981;-0,41016518;0,805463884;0,757174405;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1
EU236438:263403;-1,683616786;-1,593404176;-0,762825751;1,501478666;-0,342005302;-2,119921661;-2,01451227;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_000902:pL;0,689338343;0,31185479;0,978404633;0,381204428;0,188625139;0,723743034;0,631188647;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1
NC_000866:P23;0,478901315;2,540104149;-0,391221677;0,007779682;-0,512250415;0,410111666;0,253231374;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
NC_028870:A3;-0,0111956;-0,109186299;1,941036167;0,381204428;-0,136671494;-0,405992493;-0,502683174;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1
NC_001604:75831;0,395833988;1,090492459;-1,401133533;-1,112494556;-0,121076521;-0,700850153;-0,75465469;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0
NC_000866:Pe(w);0,420754213;1,649957896;0,08301584;1,12805392;-1,145566598;1,539847193;1,261117437;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
KU574722:170609;-0,202250348;1,178930229;-0,380954713;-1,859344048;-0,195086007;0,087645611;0,379217131;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
NC_011043:A2;0,650573651;0,229184609;1,583588382;0,381204428;-0,576141205;0,146175409;0,127245616;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1
NC_013649:126904;1,124057128;1,157782112;-1,290149606;1,12805392;0,159632995;0,098688969;-0,250711658;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_000866:P148.6;1,849511427;0,142669331;1,692049279;0,381204428;0,405670686;1,259345899;1,135131679;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_004165:A1;1,849511427;0,069611973;1,941036167;0,381204428;-0,781696086;0,855158995;0,757174405;1;1;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1
NC_005045:95049;-1,459335094;-1,035861253;-1,559120162;0,007779682;-0,545107738;-2,147530056;-2,140498028;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
KU574722:180503;0,88039309;1,307741901;0,029929514;0,381204428;-1,006402086;1,166581691;1,135131679;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_019401:213141;-1,539633515;-0,059199687;0,723484745;0,381204428;-0,203333562;0,529379933;0,757174405;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
KP025626:P11;1,068678997;0,425285935;-1,427503745;0,007779682;1,96073809;-0,042666014;-0,1247259;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_004165:A2b;1,431406081;0,411828014;0,302439227;-0,365645064;-0,020759956;1,221798482;1,513088953;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
NC_000866:P69.8;0,689338343;0,111908344;1,941036023;0,381204428;-0,548052955;0,89601942;0,757174405;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1
NC_001978:105702;-1,398419151;-2,377809571;0,359064552;0,007779682;-0,178258088;-2,207164189;-2,01451227;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
