;score10_6;score10_8;score35;dist35_10;scorephage;fe;freqAT;host;size10;size35_6;sizephage_23;sizephage_21;TG;Podo;Myo;tp;EColi;Pectobacterium;Cronobacter;output
NC_000866:72309;1,403305692;-0,409477752;-0,230627528;-1,496291537;0,349986056;0,392909111;0,458441665;1;1;0;0;1;0;0;1;0;1;0;0;0
KU574722:166086;-0,587915505;-0,224520066;1,618768831;-0,361035175;-0,736977222;-0,144105984;0,073735373;1;1;1;0;1;0;0;1;0;0;1;0;0
NC_010326:P2;-0,21066136;-1,135535089;-2,043353885;0,017383613;3,784428274;-1,360287229;-1,593325226;0;1;0;0;0;0;1;0;0;0;0;0;1
NC_011048:11373;1,128165372;0,706171323;-1,017587598;-1,874710325;-0,357657639;-0,052723163;0,073735373;1;1;0;1;0;0;1;0;0;0;0;0;0
NC_005856:pUpfN;1,128165372;-0,049400546;1,054472225;0,395802401;-0,927845377;0,254142605;0,201970803;1;1;1;1;0;0;0;1;1;1;0;0;1
KP025626:246921;-1,214781418;-1,090279479;-1,323634906;0,395802401;0,237092421;-1,321929008;-1,336854365;0;1;1;0;1;0;1;0;0;0;0;0;0
NC_000866:59535;1,967768738;1,223659357;-1,956998456;-1,11787275;-0,331717916;0,672698488;0,714912526;1;0;0;0;1;1;0;1;0;1;0;0;0
NC_013649:P1;0,518318411;0,611724838;-1,265006687;-0,739453962;4,502446294;0,391780928;0,201970803;0;1;1;0;0;0;1;0;0;0;0;0;1
KU574722:159579;-0,335467227;-0,822681136;-0,256571309;-1,11787275;0,070646641;-0,206156048;-0,054500058;1;1;0;0;1;0;0;1;0;0;1;0;0
NC_009936:P4;0,217649773;-1,521191561;-2,056487632;1,152639976;0,3262874;-1,699870304;-1,721560657;0;1;1;0;0;0;1;0;0;0;0;0;1
KU574722:165191;1,167876432;0,263453442;0,446204495;1,152639976;1,811814188;0,433523698;0,458441665;0;1;1;0;1;0;0;1;0;0;1;0;0
NC_000924:11877;-1,146705478;-0,997800674;-0,850944866;1,909477551;0,737877089;-0,792811194;-0,952148073;0;1;1;0;1;0;1;0;1;1;0;0;0
NC_000866:Pagt.1;1,539457571;1,711632754;2,084130477;-1,496291537;-0,23763989;1,817804206;1,997266833;1;1;0;0;1;1;0;1;0;1;0;0;1
NC_005045:96323;-1,200598944;-2,09574091;-1,030332954;0,017383613;-0,265139617;-1,957096022;-1,978031518;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_019401:207158;-0,840363767;0,09226917;0,022652295;0,395802401;-0,702084782;0,549726544;0,458441665;1;1;0;0;0;0;0;1;0;0;0;1;0
NC_004777:194242;-0,817671784;0,444475832;1,029085182;-1,874710325;0,182669887;1,331557345;0,971383387;1;1;0;1;0;0;1;0;0;0;0;0;0
NC_001271:phiOR;-1,081466033;1,215788731;0,10542794;0,774221188;4,132748568;0,528291068;0,330206234;0;0;1;1;0;0;1;0;0;0;0;0;1
EU622808:4319;0,739565265;1,04263692;-1,291438159;-1,11787275;-0,295093407;1,164586265;1,227854249;1;0;0;1;0;0;1;0;0;0;0;0;0
NC_004831:50871;-0,253208814;0,350029347;0,475518577;-0,739453962;-0,984474858;1,270635464;1,227854249;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_011040:phi17;1,403305692;0,592048459;-0,412357054;-1,11787275;3,704752253;0,406447307;0,073735373;0;1;0;1;0;0;1;0;0;1;0;0;1
NC_004167:6908;0,725382724;-0,037594735;-0,114427852;1,531058763;-0,210140145;0,977307891;1,227854249;1;1;1;0;1;1;0;0;1;0;0;0;0
KU574722:149364;-1,546651597;-0,415380675;1,135742737;-1,11787275;0,493274159;0,817105909;0,714912526;1;1;0;0;1;0;0;1;0;0;1;0;0
NC_011040:phi10;-0,49431108;1,215788731;-0,683130651;0,017383613;4,228016855;0,659160293;0,330206234;0;0;0;1;0;0;1;0;0;1;0;0;1
NC_000866:57657;0,665816403;0,572372128;0,10542794;1,152639976;-0,764476967;0,782132237;0,843147957;1;1;1;0;1;1;0;1;0;1;0;0;0
NC_023567:130208;-0,593588495;1,050507452;0,171384712;1,531058763;0,169066752;-0,31333343;-0,567441781;1;0;1;0;1;0;1;0;0;0;0;0;0
NC_002649:C1b;1,224606325;1,036733973;2,084130498;0,395802401;0,427239196;1,724165019;1,48432511;1;1;1;1;0;0;1;0;0;0;0;0;1
NC_019401:206418;-0,457436633;0,127686614;0,986652855;0,017383613;-0,544479041;0,689621233;0,586677095;1;1;0;0;1;1;0;1;0;0;0;1;0
KU574722:Porf_262;1,967768738;1,215788731;2,084130502;0,017383613;-0,437284881;0,873515058;0,843147957;1;1;0;1;0;1;0;1;0;0;1;0;1
NC_005856:33216;0,489953464;-0,05727109;1,087450654;1,152639976;-0,475297629;-0,537841842;-0,695677211;1;1;1;0;0;0;0;1;1;1;0;0;0
NC_028816:137010;-0,916949191;-1,003703527;-0,482868345;0,017383613;-0,640004455;-0,702556556;-0,823912642;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_011043:187927;-0,539695045;-1,491677017;-0,671395938;0,017383613;0,230624978;-0,910142223;-0,952148073;1;1;1;0;0;0;1;0;0;0;0;0;0
NC_004165:956;-0,083018999;-1,009606473;-0,521161179;1,152639976;0,297881307;-0,008724027;-0,182735489;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_000866:62911;-1,430355249;1,353523239;1,618768831;1,909477551;0,027226002;0,717825807;0,971383387;1;0;1;0;1;0;0;1;0;1;0;0;0
EU438902:291348;0,05313288;1,07215137;1,02882249;1,909477551;-1,03789007;0,061223317;0,330206234;1;1;1;0;0;1;1;0;0;0;0;0;0
KP025626:248570;-0,596424989;-1,637282058;0,317955298;1,531058763;-0,625530923;-1,147060647;-1,208618934;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_019401:233081;0,424714019;-0,259937492;1,072793613;1,909477551;-0,42290127;0,614032974;0,714912526;1;1;1;0;1;0;0;1;0;0;0;1;0
AY543070:281215;1,128165372;-0,385866131;-0,908720586;0,017383613;-0,546336011;-0,38553714;-0,43920635;1;1;0;0;0;0;0;0;0;1;0;0;0
NC_019401:233967;0,725382724;-0,259937492;-0,906800218;0,017383613;-0,286849932;0,148093406;0,330206234;1;1;0;0;1;0;0;1;0;0;0;1;0
NC_000924:15091;-0,979352141;-0,043497646;-0,089378354;-1,496291537;0,05896332;-0,250155184;-0,182735489;1;1;0;1;0;0;1;0;1;1;0;0;0
KU574722:176135;-0,247535825;0,875387868;0,475518577;1,531058763;-0,612056567;1,559450305;1,612560541;1;1;1;0;0;0;0;1;0;0;1;0;0
NC_005856:p2PmgC;0,518318411;2,662000457;0,589110733;0,017383613;0,009857747;0,706543978;0,714912526;1;0;1;0;1;0;0;1;1;1;0;0;1
NC_004679:103319;-0,003597013;1,394843582;0,595120269;0,017383613;-0,357770308;1,482733863;1,48432511;1;1;0;0;1;0;1;0;0;0;0;0;0
AY543070:282308;0,424714019;0,611724838;-1,092786284;0,017383613;-0,013554325;0,83628502;0,843147957;1;1;1;1;0;0;0;0;0;1;0;0;0
NC_001978:cp2;0,478607485;-0,917127574;-1,546599299;0,017383613;0,059067807;-1,15947066;-1,208618934;1;1;0;0;1;0;0;0;1;0;0;0;1
NC_028816:138176;-0,463109622;-0,732169918;0,38757633;1,531058763;-0,37513858;-0,353948017;-0,567441781;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_003298:53928;-2,579136601;-0,195005543;-0,186376003;0,017383613;-0,629872948;-1,444900952;-1,336854365;1;0;0;0;1;0;1;0;0;1;0;0;0
NC_010326:255448;-1,214781418;-1,660893656;-0,949880003;1,531058763;0,381827861;-2,173707153;-2,106266949;0;1;1;0;1;0;1;0;0;0;0;0;0
NC_000866:66599;-0,638972452;1,711632754;0,034575148;-1,496291537;-1,013582411;0,325218133;0,330206234;1;0;0;0;0;0;0;1;0;1;0;0;0
NC_005856:34228;-0,253208814;0,867517335;-0,766345113;0,017383613;0,432485291;-0,643891041;-0,567441781;1;0;0;0;1;1;0;1;1;1;0;0;0
NC_011085:p5;0,175102286;2,063839416;-1,199193753;-1,874710325;1,516425694;0,536188349;0,586677095;1;0;0;1;0;0;1;0;0;0;0;0;1
EU236438:263075;-1,245982893;0,13162188;-1,023352868;-1,874710325;-1,111842008;-0,620199199;-0,567441781;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_000866:P74.6_bacREV;1,403305692;1,408616967;2,084130498;0,774221188;-0,220271634;1,425196532;1,48432511;1;1;1;0;1;1;0;1;0;1;0;0;1
NC_004665:phi1;-0,335467227;0,497601974;0,160391931;1,909477551;1,971438462;0,003685985;0,073735373;0;1;1;1;0;0;1;0;0;0;0;0;1
EU622808:5820;1,318210717;0,259518129;-0,752009751;0,017383613;-0,14721429;0,680595769;0,714912526;1;1;1;1;0;0;1;0;0;0;0;0;0
EU622808:A3;1,967768738;1,178403748;-0,700710064;0,395802401;-0,588007816;0,896078717;0,971383387;1;1;1;1;0;1;1;0;0;0;0;0;1
EU236438:266658;-0,596424989;-1,745501928;-1,234077372;-1,11787275;-0,671900797;-1,89955869;-1,849796087;1;1;0;1;0;0;1;0;0;0;0;0;0
AY543070:P13b;1,967768738;0,259518129;0,607432122;0,395802401;-0,262244911;1,241302707;1,48432511;1;1;1;0;1;1;0;0;0;1;0;0;1
NC_004167:pR;1,343739236;0,350029347;0,930843795;0,395802401;0,258031355;1,05289615;1,356089679;1;1;0;1;0;0;0;0;1;0;0;0;1
AY543070:275432;0,478607485;-0,256002226;0,160391931;1,531058763;-0,431585389;0,735876735;0,586677095;1;1;1;0;1;0;0;0;0;1;0;0;0
NC_004777:phiOL;-0,275900771;0,534987051;0,453533015;-0,739453962;4,162608644;1,243559073;0,843147957;0;1;1;1;0;0;1;0;0;0;0;0;1
NC_001271:phi1.5;0,424714019;-0,997800674;-1,199049941;1,909477551;3,556873008;-0,371998945;-0,43920635;0;1;1;1;0;0;1;0;0;0;0;0;1
NC_028870:140239;-1,169397469;-1,371651254;-0,786874711;0,017383613;-0,4663219;-1,741613074;-1,849796087;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_009936:A2;0,478607485;0,534987051;1,054472225;0,395802401;-0,498163705;-0,226463341;-0,310970919;1;1;1;0;1;0;1;0;0;0;0;0;1
KU574722:150962;1,403305692;0,344126448;-1,237963841;0,017383613;0,742904232;0,934436938;0,971383387;1;1;0;1;0;0;0;1;0;0;1;0;0
AY543070:P14a;1,967768738;-0,05727109;-0,019156997;0,395802401;1,452870184;1,102536201;1,099618818;1;1;1;0;1;1;0;0;0;1;0;0;1
NC_005856:31626;0,112699336;1,209885878;0,022652295;0,395802401;-0,041992616;0,377114549;0,330206234;1;1;0;1;0;0;0;1;1;1;0;0;0
NC_004165:1020;0,228995752;0,796682541;1,39891304;-0,739453962;-0,56952291;0,935565121;0,843147957;1;1;1;1;0;0;1;0;0;0;0;0;0
AY543070:P01;1,967768738;1,215788731;0,977522671;-0,361035175;-0,490926939;1,919340674;1,740795971;1;1;1;0;1;0;0;0;0;1;0;0;1
KU574722:185351;1,967768738;-0,490150805;0,758117099;-1,11787275;-0,054789847;0,424498234;0,458441665;1;1;0;1;0;0;0;1;0;0;1;0;0
NC_000924:13634;-1,396317245;-0,59050019;-1,522714769;0,395802401;-0,058167916;-1,617512947;-1,721560657;0;0;0;0;1;0;1;0;1;1;0;0;0
NC_019401:234057;1,343739236;-0,037594735;0,607432122;1,152639976;-0,207245438;0,153734321;0,330206234;1;1;1;0;1;0;0;1;0;0;0;1;0
NC_011085:191804;0,489953464;0,09226917;-0,553482968;-1,874710325;-0,508295177;1,39812014;1,227854249;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_011040:198122;-1,075793044;0,381511525;-0,946215742;0,017383613;0,194045193;0,254142605;-0,054500058;1;0;1;1;0;0;1;0;0;1;0;0;0
NC_005045:Promoter3;0,504136005;-1,350007337;0,31429095;0,395802401;-0,21973194;-1,468592795;-1,465089795;1;1;1;1;0;0;1;0;0;0;0;0;1
NC_000866:70795;1,539457571;0,706171323;0,589110733;1,909477551;-1,045263761;0,595982046;0,458441665;1;1;1;0;1;0;0;1;0;1;0;0;0
KU574722:172926;-0,607770985;0,592048459;-0,273963262;0,017383613;-0,307112894;-0,034672236;-0,182735489;1;1;0;0;1;0;0;1;0;0;1;0;0
NC_019401:Porf171;1,967768738;-0,043497646;2,084130498;0,395802401;-0,339172768;0,441420979;0,458441665;1;1;1;1;0;0;0;1;0;0;0;1;1
NC_011085:192487;-1,816118861;-0,464571551;-0,175972775;0,017383613;0,596036339;-0,754452973;-0,952148073;0;1;0;0;1;0;1;0;0;0;0;0;0
NC_019401:234945;0,665816403;0,259518129;-1,234077372;-1,11787275;0,022883938;-0,217437877;-0,310970919;1;1;0;0;1;0;0;1;0;0;0;1;0
NC_019401:227448;0,280052724;0,141460046;-0,706262749;-1,874710325;-0,609610003;0,238348044;0,201970803;1;1;0;0;1;1;0;1;0;0;0;1;0
KP025626:248406;-2,190536494;-1,745501928;1,442884163;-0,739453962;-0,211587498;-1,735972159;-1,593325226;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_001604:74832;-1,214781418;-0,822681136;1,087450654;1,152639976;-0,220271634;-0,450971753;-0,567441781;1;1;1;0;1;0;1;0;0;1;0;0;0
EU622808:4498;0,382166667;0,381511525;1,02882249;0,395802401;0,939128458;0,572290204;0,714912526;1;1;1;1;0;0;1;0;0;0;0;0;0
KU574722:Porf_228;0,974994525;2,303890942;0,75766688;1,531058763;0,951925643;1,597808526;1,612560541;1;0;1;1;0;0;0;1;0;0;1;0;1
NC_011043:189461;-0,882911221;-1,450356674;0,607432122;-0,361035175;-0,314349677;-0,728504764;-0,695677211;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_002166:20038;-1,546651597;0,007660862;1,072793613;1,909477551;1,18800431;-1,569001079;-1,465089795;0;1;1;0;1;0;0;0;1;1;0;0;0
NC_001416:26396;-0,959496661;-0,074979806;0,648627802;0,395802401;-0,52566345;-0,374255311;-0,310970919;1;1;0;0;1;0;0;0;1;1;0;0;0
NC_001895:41883;-0,134075903;0,350029347;-2,268652317;-1,874710325;0,29932866;-1,282442604;-1,208618934;1;0;0;0;1;0;0;1;1;0;0;0;0
NC_000866:P131.7;1,403305692;-0,956480331;1,826336935;0,395802401;-0,504114835;0,872386875;0,971383387;1;1;0;1;0;1;0;1;0;1;0;0;1
NC_003525:111528;0,109862841;1,394843582;0,368961059;-1,874710325;0,418707717;0,671570305;0,714912526;1;1;0;1;0;0;1;0;1;1;0;0;0
NC_003298:56256;-0,638972452;-0,47047445;-0,75238494;-1,11787275;-0,103035905;-0,760093888;-0,952148073;1;1;0;0;1;0;1;0;0;1;0;0;0
NC_000924:15855;1,539457571;-0,139911762;0,82362374;1,909477551;-0,032039214;0,380499098;0,458441665;1;1;1;1;0;0;1;0;1;1;0;0;0
AY543070:273430;0,699854339;0,125718957;-0,547717698;-1,11787275;-0,984474858;1,08674164;0,843147957;1;1;0;0;1;0;0;0;0;1;0;0;0
AY543070:279419;-0,653154933;0,85177627;0,51216118;0,017383613;-0,432414469;-0,097850482;-0,182735489;1;1;1;0;0;0;0;0;0;1;0;0;0
NC_027375:P3;-0,891420713;-0,063173995;-1,475051067;-1,11787275;4,391389811;-0,986858665;-1,080383503;0;0;0;0;0;0;1;0;0;0;0;0;1
KU574722:173188;0,402022062;0,147362945;0,054753523;-1,874710325;-0,832625677;0,957000598;0,843147957;1;1;0;0;0;0;0;1;0;0;1;0;0
NC_005856:p1PmgC;0,56370246;-0,466539184;-0,316416526;0,017383613;0,186935627;0,82500319;1,099618818;1;1;0;1;0;0;0;1;1;1;0;0;1
NC_000866:P69.4;1,403305692;0,489731442;2,084130348;0,395802401;-0,060477506;1,718524105;1,612560541;1;1;0;1;0;0;0;1;0;1;0;0;1
NC_025418:143443;-1,058774076;-0,098591427;0,317073632;-1,496291537;-0,189877183;-0,62809648;-0,823912642;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_000866:Pvs;1,967768738;-0,734137551;-0,128008078;-1,11787275;-0,726392442;0,649006646;0,714912526;1;1;0;0;0;0;0;1;0;1;0;0;1
KU574722:163445;1,167876432;-0,383898498;0,028809878;-1,11787275;0,135777595;0,960385147;0,971383387;1;1;0;0;1;0;0;1;0;0;1;0;0
KU574722:167207;1,343739236;0,139492413;-0,173056103;1,152639976;0,067494807;0,026249645;0,201970803;1;1;1;1;0;0;0;1;0;0;1;0;0
NC_019401:208001;-0,397870177;-0,224520066;-1,319970643;1,909477551;0,323933699;-0,016621308;-0,182735489;0;1;1;0;1;0;0;1;0;0;0;1;0
NC_005856:p1PmgT;-0,100037967;0,133589513;1,618768831;0,017383613;-0,202903379;0,132298844;0,073735373;1;1;1;0;1;0;0;1;1;1;0;0;1
NC_005856:39005;0,810477699;-0,08875325;-0,458868667;0,774221188;0,186435008;0,180810712;0,330206234;1;1;1;0;1;0;0;1;1;1;0;0;0
KU574722:179370;-0,298592762;0,444475832;-0,172974763;-1,11787275;0,105886498;0,689621233;0,586677095;1;1;0;1;0;0;0;1;0;0;1;0;0
EU056923:268805;-0,159604422;-1,778951739;-1,475051067;-1,11787275;-0,021984052;-1,770945831;-1,849796087;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_001317:288053;-0,100037967;-0,153685207;-0,653330748;-1,11787275;-0,255008145;-1,893917776;-1,721560657;1;1;0;0;1;0;0;0;1;1;0;0;0
NC_019401:226381;-0,95098716;0,338223548;0,823514242;0,017383613;-0,037726873;0,698646697;0,586677095;1;1;0;1;0;0;0;1;0;0;0;1;0
NC_001604:B;0,424714019;0,444475832;0,475518577;0,395802401;0,287891566;0,958128781;0,586677095;1;1;1;1;0;0;1;0;0;1;0;0;1
NC_000866:PrIIB2;1,539457571;0,298870838;1,795866723;-1,874710325;0,043146905;1,004384283;1,227854249;1;1;0;0;1;1;0;1;0;1;0;0;1
NC_005856:34664;-1,546651597;-0,600338356;1,612511721;0,395802401;-0,644346549;-0,42727991;-0,43920635;1;1;0;0;1;0;0;1;1;1;0;0;0
NC_012418:261488;-1,546651597;-1,511353349;0,021149866;1,909477551;-0,213034851;-1,68294756;-1,593325226;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_019401:207287;-1,563670565;-0,224520066;1,618768831;0,017383613;0,617775735;-0,100106848;-0,182735489;1;1;1;1;0;0;0;1;0;0;0;1;0
EU438902:P1;1,967768738;1,113471713;2,084130498;0,395802401;-0,592241765;1,292070941;0,971383387;1;1;1;0;1;1;1;0;0;0;0;0;1
NC_028816:135740;-2,170680964;-1,515288615;1,054472225;1,531058763;0,286469653;-0,982345933;-1,080383503;0;1;1;1;0;0;1;0;0;0;0;0;0
NC_001271:phi6.5;1,167876432;0,444475832;-1,286518368;0,017383613;3,999088523;0,567777472;0,330206234;0;1;0;1;0;0;1;0;0;0;0;0;1
NC_005856:pLpa;1,403305692;0,125718957;0,977522671;0,017383613;-0,660267399;1,092382554;1,099618818;1;1;1;0;1;0;0;1;1;1;0;0;1
NC_019401:229625;-0,593588495;1,247270955;1,02882249;1,531058763;-0,1088226;0,755055845;0,714912526;1;0;1;1;0;0;0;1;0;0;0;1;0
KU574722:180101;-0,448927115;0,450378732;-0,579789343;0,017383613;-0,626978242;0,267680801;0,458441665;1;0;1;0;1;0;0;1;0;0;1;0;0
NC_001978:107144;-0,596424989;-1,682537667;-1,316306378;-0,361035175;0,009857747;-1,980787865;-1,849796087;1;1;1;0;1;0;0;0;1;0;0;0;0
NC_019401:Porf024;1,128165372;1,036733973;2,084130498;0,395802401;-0,088915798;1,30335277;1,356089679;1;1;1;1;0;0;0;1;0;0;0;1;1
NC_003298:55381;-0,690029402;-0,694784841;0,82362374;-0,739453962;-1,129210315;-0,31333343;-0,43920635;1;1;1;0;1;0;1;0;0;1;0;0;0
NC_028870:142207;-1,160887951;-0,641658699;-0,797729163;0,395802401;-0,399743584;-0,982345933;-1,080383503;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_001604:75823;-1,489921636;-0,991897728;0,369254942;1,531058763;-0,201505205;-0,52204728;-0,567441781;1;1;1;0;0;0;1;0;0;1;0;0;0
NC_000866:P144.8_REV;1,967768738;0,298870838;-1,889906101;0,017383613;0,545378943;1,204072669;0,971383387;1;1;0;0;1;0;0;1;0;1;0;0;1
NC_012418:260850;-1,248819387;-1,568414757;-0,241335582;0,395802401;0,154593203;-1,473105527;-1,465089795;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_004913:89263;-0,409216156;1,209885878;-0,009521019;0,017383613;1,342952215;1,64857676;1,869031402;0;0;0;1;0;0;1;0;1;1;0;0;0
NC_000866:73138;-0,139748892;1,400746435;-0,230627528;-1,11787275;-0,260797558;0,220297116;0,201970803;1;0;0;0;1;0;0;1;0;1;0;0;0
NC_004913:88244;-0,650318439;0,861614482;-1,012172493;-0,739453962;-0,309312556;0,047685121;0,073735373;1;0;1;1;0;0;1;0;1;1;0;0;0
NC_001895:40120;-0,060326974;-0,651496865;0,200698794;0,395802401;0,063229059;-0,546867306;-0,310970919;1;1;1;1;0;0;0;1;1;0;0;0;0
NC_019401:205550;0,810477699;1,833626103;-1,23378541;-1,496291537;0,82253144;0,976179708;0,971383387;1;0;0;1;0;0;0;1;0;0;0;1;0
AY543070:277630;0,280052724;2,303890942;-0,114427852;0,774221188;0,176982234;1,76252324;1,740795971;1;0;1;1;0;0;0;0;0;1;0;0;0
KU574722:169944;1,28984577;0,861614482;-0,57649745;0,017383613;-0,592273555;1,183765375;1,356089679;1;1;0;1;0;0;0;1;0;0;1;0;0
KU574722:160917;0,974994525;0,802585394;0,453533015;0,774221188;-1,016004064;1,440991093;1,48432511;1;1;1;1;0;0;0;1;0;0;1;0;0
AY543070:271151;-0,701375393;-0,736105184;-0,151070542;0,017383613;0,313802192;-0,478048144;-0,310970919;1;1;1;0;1;0;0;0;0;1;0;0;0
NC_000866:PuvsW.1;0,56370246;2,662000457;1,618768831;-0,361035175;-0,148636212;1,25371272;0,971383387;1;0;1;1;0;0;0;1;0;1;0;0;1
NC_001895:pV;1,28984577;0,483828542;-0,273963262;0,395802401;-0,246324009;0,715569441;0,843147957;1;1;0;0;1;0;0;1;1;0;0;0;1
NC_003525:pRM;0,2034673;0,273291607;-0,557803782;-0,361035175;-0,766683084;-0,414869898;-0,310970919;1;1;1;0;0;0;1;0;1;1;0;0;1
NC_000866:P65.0;1,28984577;1,217756411;2,084130348;0,395802401;-0,705135383;1,182637192;1,227854249;1;1;0;0;1;0;0;1;0;1;0;0;1
NC_002730:pX;0,135391361;0,298870838;2,084130498;0,774221188;0,432485291;-0,217437877;-0,182735489;1;1;1;0;1;0;1;0;1;1;0;0;1
NC_004665:90140;-1,231800386;-1,007638793;-0,631314176;-1,496291537;-0,218824281;-1,151573379;-1,080383503;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_009935:240800;-1,257328871;-0,51179477;0,413226065;0,017383613;0,024331296;-1,403158182;-1,465089795;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_001416:22494;0,725382724;0,086366271;-0,550475261;-0,361035175;0,009857747;-0,720607483;-0,43920635;1;1;1;0;1;0;0;0;1;1;0;0;0
NC_001317:289734;-1,038918579;0,007660862;0,046799775;-0,739453962;-0,079089553;-1,161727026;-0,823912642;1;1;1;0;0;0;0;0;1;1;0;0;0
NC_001271:phi1.1;0,796295158;-0,383898498;-0,371691528;0,395802401;3,191441009;0,019480547;-0,054500058;0;1;0;1;0;0;1;0;0;0;0;0;1
NC_002730:98097;0,861534603;0,350029347;-0,85092919;-1,11787275;0,388847505;0,416600953;0,714912526;1;1;0;1;0;0;1;0;1;1;0;0;0
NC_013649:128853;-1,489921636;-1,141438035;0,317955298;0,017383613;-0,296981422;-1,328698106;-1,336854365;1;1;1;0;1;0;1;0;0;0;0;0;0
KU574722:167817;0,699854339;0,381511525;-0,239012788;1,909477551;-0,895141339;0,9502315;1,099618818;1;1;1;1;0;0;0;1;0;0;1;0;0
NC_000902:79254;-2,000491149;-0,051368191;1,283268271;0,017383613;0,069199288;-0,311077064;-0,310970919;1;1;0;0;1;0;1;0;1;1;0;0;0
NC_004831:51644;0,600576959;-0,256002226;-0,110763591;0,395802401;-0,7941854;0,441420979;0,330206234;1;1;1;1;0;0;1;0;0;0;0;0;0
NC_023567:P2;-0,236189812;-0,377995599;0,123501629;0,017383613;4,08471543;-0,373127128;-0,310970919;0;1;0;0;0;0;1;0;0;0;0;0;1
NC_000929:29914;0,2034673;-0,505891871;-0,784093957;-1,874710325;-0,771713698;-0,827784866;-0,567441781;1;1;0;0;1;0;0;1;1;1;0;0;0
NC_009936:245104;-1,047428063;-1,31065458;-0,566580243;-1,11787275;-0,092904424;-1,192187966;-1,336854365;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_019401:208247;1,403305692;1,617186363;-0,692191223;0,017383613;-0,560991431;1,999441665;2,125502263;1;1;0;1;0;0;0;1;0;0;0;1;0
NC_005856:p2C4;0,489953464;1,526675144;-0,231684268;0,395802401;-0,722700409;1,007768831;1,227854249;1;0;1;0;0;0;0;1;1;1;0;0;1
NC_021190:283264;0,382166667;0,566469228;-2,438945845;-1,11787275;-0,118956808;-0,400203519;-0,43920635;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_000924:14609;-1,231800386;-0,415380675;-1,092786284;1,531058763;0,638009616;-1,048908729;-1,080383503;0;1;1;0;1;0;1;0;1;1;0;0;0
EU438902:P5;1,967768738;2,477042847;0,160391931;0,017383613;-0,659103544;2,228462808;2,253737694;1;1;1;1;0;1;1;0;0;0;0;0;1
NC_005856:p4RlfB;1,343739236;0,444475832;0,51216118;-0,739453962;-0,431597194;0,795670432;0,843147957;1;1;1;1;0;0;0;1;1;1;0;0;1
NC_000924:pRM;0,753747806;0,273291607;0,402233371;1,909477551;-0,448953662;0,431267332;0,586677095;1;1;1;0;1;0;1;0;1;1;0;0;1
NC_011048:10787;1,539457571;0,458249264;-1,620440266;0,395802401;-0,792112998;1,0032561;0,971383387;1;1;1;0;0;0;1;0;0;0;0;0;0
NC_004679:PR3;0,280052724;1,036733973;0,589110733;-0,739453962;-0,212622357;1,327044613;1,356089679;1;1;1;1;0;0;1;0;0;0;0;0;1
NC_004914:121205;-0,389360693;-0,771522627;0,82362374;1,152639976;-0,770012842;0,339884511;0,586677095;1;1;1;1;0;0;1;0;1;1;0;0;0
NC_002166:19094;-1,141032489;-0,694784841;0,977522671;0,774221188;-0,058167916;0,19886164;0,458441665;1;1;1;0;1;0;0;0;1;1;0;0;0
NC_028870:139472;-0,979352141;-0,797101858;-0,461238517;-1,496291537;0,834849856;-0,7194793;-0,823912642;0;1;0;0;1;0;1;0;0;0;0;0;0
NC_001978:108267;-1,436028238;-1,228013894;-0,612908806;0,017383613;-0,024878762;-2,611442147;-2,36273781;1;1;0;0;1;0;0;0;1;0;0;0;0
NC_004831:P10;1,128165372;0,127686614;-0,191377405;-0,739453962;0,99316116;1,144278971;0,843147957;1;1;1;1;0;0;1;0;0;0;0;0;1
NC_019401:201845;0,699854339;-0,334707634;-0,19603591;-1,496291537;-0,481515672;-0,455484485;-0,43920635;1;1;0;0;0;0;0;1;0;0;0;1;0
NC_005856:38802;-0,857382752;-0,242228782;0,38757633;0,395802401;0,387425592;-0,887578563;-0,952148073;1;1;1;1;0;0;0;1;1;1;0;0;0
NC_004914:119761;-1,248819387;-1,135535089;0,200698794;1,909477551;0,254460677;-1,80817587;-1,721560657;1;1;1;0;1;0;1;0;1;1;0;0;0
NC_004914:115567;-0,295756268;-0,686914308;-0,821630784;0,017383613;0,510642432;-0,92029587;-1,080383503;0;1;1;0;1;0;1;0;1;1;0;0;0
